Name,Actor 1,Cluster,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_History,Genre_Horror,Genre_Music,Genre_Musical,Genre_Mystery,Genre_News,Genre_Romance,Genre_Sci-Fi,Genre_Sport,Genre_Thriller,Genre_War,Genre_Western,Year,Year,Votes,Votes,Duration,Duration,Dir_enc,A1_enc,A2_enc,A3_enc,G_mean_rat
Qasam Se Qasam Se,Faith,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2012,2012,18,18,145,145,4.0,4.0,4.0,4.8999999999999995,5.797668810289389
Qatil,Aditya Pancholi,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1988,1988,25,25,135,135,4.7,5.65,5.58,5.415,5.93692567872625
Qatil Chudail,Anil Nagrath,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2001,2001,5,5,96,96,5.09,5.2,5.2,4.775,4.7897727272727275
Qatil Haseeno Ka,Arya,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,2001,7,7,113,113,3.1,4.2,4.9,3.1,5.841528662420383
Qatl,Sanjeev Kumar,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1986,1986,202,202,141,141,6.25,6.584615384615384,5.8100000000000005,6.114814814814815,5.7669266342453085
Qayamat,Dharmendra,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,1983,62,62,139,139,5.161538461538461,5.881578947368421,6.2299999999999995,5.575,5.807286562719216
Qayamat Se Qayamat Tak,Aamir Khan,7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1988,1988,10497,10497,162,162,7.225,6.893548387096774,5.779310344827586,5.3,6.05393276752471
Qayamat: City Under Threat,Ajay Devgn,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2003,2003,2202,2202,180,180,4.388888888888889,5.285245901639344,5.111538461538462,4.34,5.792666612008884
Qila,Dilip Kumar,7,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1998,1998,109,109,133,133,5.333333333333333,7.044444444444444,5.15,6.2368421052631575,6.184335934991787
Queen,Kangana Ranaut,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,2013,61852,61852,146,146,6.8,5.958333333333333,6.34,8.2,5.893104058086916
Quick Gun Murugun: Misadventures of an Indian Cowboy,Rajendra Prasad,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2009,802,802,97,97,5.675,5.8,5.6,5.8,5.777403574995128
Qurbani,Feroz Khan,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,1980,823,823,157,157,5.4,5.842105263157895,5.872727272727272,6.409090909090909,5.807286562719216
R... Rajkumar,Shahid Kapoor,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,2013,5552,5552,146,146,4.37,5.761111111111111,5.554545454545455,5.8,5.6913295207461445
Ra.One,Shah Rukh Khan,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2011,2011,39039,39039,156,156,5.67,6.48125,5.38,5.557142857142857,5.530918582741864
Raabta,Deepika Padukone,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017,2017,6311,6311,147,147,5.1,6.125,6.449999999999999,6.475,5.789246144381558
Raadha Aur Seeta,Rajendranath Malhotra,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,1979,7,7,109,109,5.4,5.4,5.4,6.633333333333333,6.191082215740691
Raag Desh,Kunal Kapoor,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017,2017,376,376,135,135,6.554545454545454,6.083333333333333,6.566666666666666,8.1,6.15514580290533
Raagini,Ashok Kumar,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1958,1958,10,10,128,128,6.5,6.546987951807228,6.325,6.7,6.191082215740691
Raahgir,Adil Hussain,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2019,27,27,85,85,6.95,6.2,7.3,7.540000000000001,6.055890973036343
Raaja,Rishi Kapoor,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,1975,38,38,140,140,6.7,5.922727272727273,6.116666666666667,6.292307692307692,6.191082215740691
Raakh,Aamir Khan,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,1989,1095,1095,153,153,7.5,6.893548387096774,6.58,6.3,5.807286562719216
Raakh: A Poem Masked in Blood,Mithun Chakraborty,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,2007,77,77,113,113,5.983333333333333,5.3094117647058825,4.233333333333333,3.6,5.807286562719216
Raakhi Aur Rifle,Dara Singh,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,1976,7,7,109,109,6.457142857142857,6.246153846153846,6.3,6.3,5.524440052700922
Raampur Ka Lakshman,Randhir Kapoor,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,1972,66,66,138,138,6.488235294117647,5.49,5.756521739130435,6.114814814814815,6.191082215740691
Raanjhanaa,Dhanush,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,2013,30344,30344,140,140,6.459999999999999,8.05,5.455555555555556,6.416666666666667,5.926779891662866
Raasaiyya,R. Kannan,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1995,178,178,129,129,4.9,4.9,4.133333333333334,6.125,5.903885336142231
Raaste Kaa Patthar,Amitabh Bachchan,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1972,1972,85,85,133,133,5.966666666666666,6.183870967741936,5.7625,6.325,5.926779891662866
Raat,Revathi,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1992,1992,1020,1020,127,127,5.66,7.1,6.5,5.79090909090909,4.7897727272727275
Raat Akeli Hai,Nawazuddin Siddiqui,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,2020,15769,15769,149,149,7.3,6.4,7.114285714285714,6.566666666666666,5.93692567872625
Raat Aur Din,Nargis,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1967,1967,74,74,135,135,6.9399999999999995,7.447368421052632,6.753333333333333,6.857142857142857,5.7669266342453085
Raat Baaki Hai,Paoli Dam,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2021,2021,332,332,100,100,5.550000000000001,5.550000000000001,5.5,5.2,5.838193420402469
"Raat Gayi, Baat Gayi?",Aamir Bashir,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2009,533,533,104,104,5.3,6.233333333333333,6.3,6.44,5.903885336142231
Raat Ke Andhere Mein,Javed Khan,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1987,1987,9,9,110,110,4.366666666666666,5.05,5.6,4.3,5.351565063997374
Raavan,Abhishek Bachchan,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2010,4245,4245,130,130,6.550000000000001,5.125,5.8538461538461535,5.090909090909091,5.8172908425711825
Raaz,Rajesh Khanna,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1967,1967,137,137,139,139,6.566666666666666,6.547058823529412,6.433333333333334,6.1875,5.7669266342453085
Raaz,Raj Babbar,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1981,1981,20,20,132,132,5.625,5.722222222222222,6.116666666666667,5.2,5.791793976970332
Raaz,Dino Morea,7,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2002,2002,3085,3085,151,151,4.803333333333333,4.3,4.38,6.5,5.801958746770545
Raaz 3: The Third Dimension,Emraan Hashmi,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2012,2012,3528,3528,139,139,4.803333333333333,5.38421052631579,4.38,5.125,5.402645801776903
Raaz Reboot,Emraan Hashmi,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2016,2016,1784,1784,128,128,4.803333333333333,5.38421052631579,5.8,4.7,5.500266312761379
Raaz: The Mystery Continues,Kangana Ranaut,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2009,2009,3396,3396,151,151,6.12,5.958333333333333,4.75,5.8,5.500266312761379
Raazi,Alia Bhatt,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018,2018,26557,26557,138,138,6.266666666666667,6.0,7.6,6.557142857142857,5.733608964501954
Rab Ne Bana Di Jodi,Shah Rukh Khan,7,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2008,2008,44985,44985,167,167,6.575,6.48125,6.35,7.2,5.992871348592814
Rabba Main Kya Karoon,Akash Sagar Chopra,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,2013,277,277,116,116,6.199999999999999,4.3,4.3,5.0249999999999995,5.774774254768754
Race,Mastan Alibhai Burmawalla,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,2008,13516,13516,149,149,5.5307692307692315,5.5307692307692315,6.0,6.380000000000001,5.807286562719216
Race 2,Mastan Alibhai Burmawalla,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,2013,15574,15574,150,150,5.5307692307692315,5.5307692307692315,6.0,5.471428571428571,5.662154860963301
Race 3,Anil Kapoor,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018,2018,42457,42457,160,160,4.133333333333334,5.618604651162791,5.2875,4.142857142857143,5.662154860963301
Rachna,Anil Kapoor,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,1983,12,12,118,118,4.8,5.618604651162791,4.8,4.8,6.32627345844504
Racket,Rahul Ranjan,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2018,17,17,122,122,7.3,7.3,7.3,7.3,6.055890973036343
Radha Krishna,Kamini Kaushal,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1954,1954,7,7,120,120,7.9,7.25,7.533333333333334,6.672727272727273,5.787407407407407
Radhe,Salman Khan,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2021,2021,162455,162455,135,135,4.37,5.1312500000000005,3.3,5.0600000000000005,5.662154860963301
Radio: Love on Air,Himesh Reshammiya,7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2009,2009,304,304,110,110,3.766666666666667,2.8666666666666667,4.2,2.9,6.05393276752471
Raees,Raj Arjun,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2017,41441,41441,143,143,6.025,6.8,6.8,6.8,5.807286562719216
Raeeszada,Sonam,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,1990,22,22,149,149,3.6,3.6,6.36,5.0375,6.055890973036343
Rafoo Chakkar: Fun on the Run,Nauheed Cyrusi,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,2008,54,54,122,122,4.800000000000001,6.6,5.898232868643235,5.898232868643235,5.883099778234949
Raghu Romeo,Vijay Raaz,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,2003,651,651,100,100,6.483333333333333,7.35,6.9,6.9,5.796704180834252
Raghuveer,Sunil Shetty,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1995,86,86,151,151,5.2,4.55,4.3500000000000005,5.1,5.790165512868633
Ragini MMS,Kainaz Motivala,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2011,2011,2489,2489,93,93,5.566666666666667,4.9,6.34,4.9,5.586340367010364
Ragini MMS 2,Sunny Leone,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2014,2014,2740,2740,119,119,3.4333333333333336,3.55,3.8,5.8428571428571425,4.7897727272727275
Rahasya,Kay Kay Menon,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2015,2015,4599,4599,123,123,5.775,6.753333333333333,7.6,6.15,5.7669266342453085
Rahenge Sadaa Gardish Mein Taare,Rajesh Khera,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2017,12,12,70,70,5.6,5.6,6.183333333333334,4.5,6.055890973036343
Rahgir,Biswajit Chatterjee,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1969,1969,12,12,120,120,6.966666666666666,6.416666666666667,6.8,6.791666666666667,5.797668810289389
Rahi,Dev Anand,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1953,1953,28,28,139,139,6.51,6.818,6.625,6.841666666666666,6.055890973036343
Rahu Ketu,Shashi Kapoor,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,1978,20,20,133,133,5.885714285714286,6.268421052631578,5.756521739130435,6.5,5.524440052700922
Rahul,Shabana Raza,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,2001,249,249,151,151,6.661538461538461,5.4,5.4,5.666666666666667,6.055890973036343
Raid,Ajay Devgn,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2018,15835,15835,122,122,6.5200000000000005,5.285245901639344,5.766666666666667,7.0,5.807286562719216
Railway Children,Yash Shetty,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2016,137,137,120,120,8.0,8.0,8.0,8.0,5.948709817728362
Railway Platform,Nalini Jaywant,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1955,1955,24,24,162,162,7.15,5.633333333333333,7.4,6.471428571428571,5.868479827524617
Railway Raju,Anubhav Dixit,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2019,2019,6,6,120,120,7.5,7.5,7.5,7.5,5.731012265094488
Rainbow,Krrish Chhabria,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2015,3652,3652,106,106,7.072727272727272,7.9,7.9,6.95,5.903885336142231
Raincoat,Ajay Devgn,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2004,2004,4170,4170,117,117,7.040000000000001,5.285245901639344,5.8538461538461535,6.985714285714286,5.926779891662866
Raj Hath,Madhubala,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1956,1956,16,16,136,136,6.885714285714286,6.833333333333333,6.753333333333333,7.025,5.908367095100672
Raj Mahal,Vinod Khanna,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,1982,19,19,157,157,6.1,5.783870967741936,5.933333333333334,5.961904761904762,5.790165512868633
Raj Tilak,Gemini Ganesan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1959,1959,14,14,171,171,6.8375,6.1,6.6375,6.4696428571428575,5.871541501976284
Raja,Sanjay Kapoor,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1995,1995,751,751,168,168,5.361538461538462,5.1499999999999995,5.741176470588235,5.175,5.792666612008884
Raja Abroadiya,Robin Sohi,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018,2018,22,22,117,117,4.3,4.3,4.3,4.3,5.797668810289389
Raja Aur Runk,Sanjeev Kumar,7,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1968,1968,49,49,145,145,6.6,6.584615384615384,6.355555555555556,6.9,6.186083929563623
Raja Babu,Govinda,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,1994,2654,2654,161,161,5.048484848484848,4.74,4.680952380952381,5.415,5.777403574995128
Raja Bhaiya,Sadashiv Amrapurkar,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,2003,211,211,127,127,4.75,5.0125,5.357142857142857,3.7,5.903885336142231
Raja Harishchandra,Prem Adib,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1952,1952,7,7,146,146,6.0,6.475,6.05,6.916666666666667,6.885106382978724
Raja Hindustani,Aamir Khan,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,1996,7195,7195,165,165,4.757142857142857,6.893548387096774,4.680952380952381,5.1,5.777403574995128
Raja Ki Ayegi Baraat,Shadaab Khan,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1997,1997,373,373,158,158,4.7,3.7,5.904761904761905,5.111111111111111,5.926779891662866
Raja Ko Rani Se Pyar Ho Gaya,Arvind Swamy,7,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2000,2000,78,78,148,148,5.125,4.65,4.905882352941177,5.2,5.977929949077655
Raja Natwarlal,Emraan Hashmi,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2014,4038,4038,141,141,6.05,5.38421052631579,6.1,5.367857142857143,5.731012265094488
Raja Saab,Shashi Kapoor,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1969,1969,37,37,144,144,5.3625,6.268421052631578,6.68125,6.3,5.797668810289389
Rajaji,Govinda,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1999,1999,344,344,150,150,4.38,4.74,5.130434782608695,4.8999999999999995,5.774774254768754
Rajdhani Express,Jimmy Sheirgill,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,2013,257,257,140,140,2.9,5.521052631578947,4.6,2.9,5.733608964501954
Rajjo,Kangana Ranaut,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,2013,436,436,123,123,2.3,5.958333333333333,4.466666666666667,4.057142857142857,5.926779891662866
Rajkumar,Naseeruddin Shah,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1996,1996,277,277,146,146,5.6125,6.181578947368421,5.4799999999999995,5.533333333333333,6.056523946296264
Rajkumar,Shammi Kapoor,7,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1964,1964,164,164,178,178,6.7,6.953571428571428,7.220000000000001,6.4696428571428575,6.042485489764394
Rajma Chawal,Amyra Dastur,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2018,1698,1698,117,117,5.833333333333333,5.8,6.3950000000000005,6.35,6.044681376909835
Rajneeti,Ranbir Kapoor,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,2010,16737,16737,163,163,6.661538461538461,6.571428571428571,5.057142857142857,6.4125,5.839305167741773
Rajnigandha,Vidya Sinha,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1974,1974,670,670,110,110,6.752380952380953,7.3,6.95,6.8,5.926779891662866
Rajoo Dada,Mithun Chakraborty,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,1992,6,6,125,125,3.85,5.3094117647058825,4.133333333333334,3.75,5.524440052700922
Rajput,Paidi Jairaj,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951,1951,10,10,120,120,6.9,6.36,6.7,6.616666666666667,5.790165512868633
Rajput Ramani,Nalini Tarkhad,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1936,1936,10,10,138,138,3.1,3.5999999999999996,3.1,3.1,5.871541501976284
Raju Ban Gaya Gentleman,Shah Rukh Khan,7,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1992,1992,7351,7351,152,152,6.2,6.48125,5.779310344827586,6.4125,5.977929949077655
Raju Chacha,Kajol,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,1878,1878,163,163,4.2,5.616666666666667,5.057142857142857,5.35,5.777403574995128
Rakhi,Ashok Kumar,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1962,1962,41,41,133,133,6.785714285714286,6.546987951807228,6.836,6.4799999999999995,6.191082215740691
Rakhi Aur Hathkadi,Ashok Kumar,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,1972,22,22,90,90,5.575,6.546987951807228,6.716666666666666,6.4,5.968868161394101
Rakht,Sanjay Dutt,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2004,2004,608,608,162,162,5.929411764705883,5.213207547169811,5.111538461538462,5.5181818181818185,5.205134297520662
Rakhta Charitra,Vivek Oberoi,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2010,4066,4066,125,125,5.66,5.188888888888889,5.7625,6.449999999999999,6.023950356020827
Rakhta Charitra 2,Shatrughan Sinha,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2010,2645,2645,135,135,5.66,5.58,5.181818181818182,5.65,6.023950356020827
Rakhtbeej,Julia Datt,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2012,2012,15,15,120,120,3.1,3.1,3.233333333333333,3.1,5.620495867768595
Rakhwale,Mukesh Khanna,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,1994,20,20,135,135,2.9,2.9,2.9,2.9,5.524440052700922
Rakkhosh,Srivinay Salian,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2019,2019,162,162,128,128,4.7,4.7,6.199999999999999,6.166666666666667,4.7897727272727275
Raksha,Jeetendra,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,1981,21,21,127,127,5.958823529411765,5.4313253012048195,6.300000000000001,6.345454545454545,5.790165512868633
Rakshaa Bandhan,Jairaj,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,1977,5,5,90,90,6.625,7.6,7.449999999999999,6.890000000000001,6.055890973036343
Rakshak,Sunil Shetty,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996,1996,296,296,164,164,4.550000000000001,4.55,4.680952380952381,5.324999999999999,5.572467960234759
Rakta Bandhan,Rati Agnihotri,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,1984,14,14,126,126,6.266666666666667,5.4799999999999995,5.36,5.714814814814815,5.705949471456475
Raktdhar,Jimmy Sharma,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2017,12,12,111,111,6.5,6.5,4.114285714285715,5.766666666666667,6.055890973036343
Ram Aur Shyam,Dilip Kumar,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,1967,862,862,171,171,6.540000000000001,7.044444444444444,6.836,6.5,6.044681376909835
Ram Balram,Dharmendra,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,1980,475,475,169,169,7.111111111111111,5.881578947368421,6.677272727272728,6.409090909090909,5.777403574995128
Ram Bharose,Randhir Kapoor,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,1977,18,18,130,130,6.7,5.49,5.756521739130435,5.671428571428572,5.7518796992481205
Ram Gopal Varma Ki Aag,Amitabh Bachchan,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,2007,6655,6655,171,171,5.66,6.183870967741936,4.8,5.6,5.715953751308443
Ram Jaane: God Knows,Shah Rukh Khan,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1995,3714,3714,122,122,6.0,6.48125,5.779310344827586,6.0,5.807286562719216
Ram Ki Janmabhoomi,Sanoj R. Mishra,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2019,92,92,122,122,5.6,5.6,6.08,7.6,6.055890973036343
Ram Lakhan,Rakhee Gulzar,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,1989,2406,2406,174,174,6.153333333333333,6.208695652173914,5.090909090909091,5.471428571428571,5.777403574995128
Ram Rajya,Prem Adib,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1943,1943,20,20,144,144,6.828571428571428,6.475,7.2,7.2,6.056523946296264
Ram Ratan,Rishi Bhutani,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,2017,61,61,112,112,3.7,4.45,4.4,3.7,5.797668810289389
Ram Singh Charlie,Kumud Mishra,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2020,1272,1272,104,104,7.140000000000001,8.0,5.1,8.0,6.055890973036343
Ram Tera Desh,Hema Malini,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,1984,13,13,140,140,4.7,6.1000000000000005,6.3,6.0875,6.055890973036343
Ram Tere Kitne Nam,Sanjeev Kumar,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,1985,58,58,157,157,6.25,6.584615384615384,5.756521739130435,6.292307692307692,6.055890973036343
Ram Teri Ganga Maili,Rajiv Kapoor,7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1985,1985,962,962,178,178,7.090000000000001,5.75,5.628571428571428,6.7,6.05393276752471
Rama Rama Kya Hai Dramaaa,Neha Dhupia,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2008,2008,259,259,180,180,4.36,4.65,3.733333333333333,5.510869565217392,5.868479827524617
